MailId,SucursalId,UserId,To,Subject,MailStateId,RetryCount,CreatedAt,SentAt
3525,272,40,user40@sucursales.local,Creación de sucursal,2,0,2024-07-19,2024-07-19
3526,476,16,user16@sucursales.local,Eliminación de sucursal,4,2,2025-12-08,
3527,384,149,user149@sucursales.local,Eliminación de sucursal,2,0,2025-01-07,2025-01-07
3528,746,48,user48@sucursales.local,Notificación operativa,1,0,2025-05-04,
3529,590,41,user41@sucursales.local,Creación de sucursal,2,0,2026-05-12,2026-05-12
3530,764,148,user148@sucursales.local,Creación de sucursal,2,0,2024-09-25,2024-09-25
3531,72,113,user113@sucursales.local,Eliminación de sucursal,3,1,2026-06-25,
3532,492,14,user14@sucursales.local,Eliminación de sucursal,4,3,2025-10-27,
3533,393,126,user126@sucursales.local,Creación de sucursal,2,0,2025-03-17,2025-03-17
3534,510,14,user14@sucursales.local,Eliminación de sucursal,2,0,2025-12-07,2025-12-07
3535,39,43,user43@sucursales.local,Notificación operativa,2,0,2026-01-18,2026-01-18
3536,212,4,user4@sucursales.local,Eliminación de sucursal,1,0,2024-04-09,
3537,783,149,user149@sucursales.local,Creación de sucursal,2,0,2026-05-04,2026-05-04
3538,126,148,user148@sucursales.local,Eliminación de sucursal,2,0,2025-12-27,2025-12-27
3539,262,18,user18@sucursales.local,Verificación de email,2,0,2026-04-07,2026-04-07
3540,93,18,user18@sucursales.local,Eliminación de sucursal,2,0,2026-05-12,2026-05-12
3541,237,21,user21@sucursales.local,Eliminación de sucursal,2,0,2024-02-24,2024-02-24
3542,554,133,user133@sucursales.local,Notificación operativa,2,0,2025-04-18,2025-04-18
3543,473,19,user19@sucursales.local,Eliminación de sucursal,2,0,2024-07-02,2024-07-02
3544,145,60,user60@sucursales.local,Notificación operativa,1,0,2026-02-05,
3545,24,2,user2@sucursales.local,Creación de sucursal,2,0,2025-11-17,2025-11-17
3546,757,118,user118@sucursales.local,Notificación operativa,2,0,2025-05-10,2025-05-10
3547,468,9,user9@sucursales.local,Notificación operativa,2,0,2024-06-10,2024-06-10
3548,383,63,user63@sucursales.local,Creación de sucursal,2,0,2026-03-12,2026-03-12
3549,316,18,user18@sucursales.local,Eliminación de sucursal,2,0,2025-06-20,2025-06-20
3550,643,67,user67@sucursales.local,Verificación de email,2,0,2026-06-01,2026-06-01
3551,716,32,user32@sucursales.local,Verificación de email,2,0,2025-11-19,2025-11-19
3552,688,58,user58@sucursales.local,Eliminación de sucursal,3,2,2024-10-14,
3553,382,143,user143@sucursales.local,Verificación de email,1,0,2024-09-18,
3554,66,3,user3@sucursales.local,Eliminación de sucursal,2,0,2026-03-22,2026-03-22
3555,99,1,user1@sucursales.local,Notificación operativa,2,0,2026-04-15,2026-04-15
3556,83,87,user87@sucursales.local,Notificación operativa,2,0,2025-07-02,2025-07-02
3557,715,3,user3@sucursales.local,Notificación operativa,2,0,2025-11-21,2025-11-21
3558,347,65,user65@sucursales.local,Notificación operativa,2,0,2024-05-17,2024-05-17
3559,339,61,user61@sucursales.local,Creación de sucursal,4,3,2025-05-22,
3560,550,58,user58@sucursales.local,Verificación de email,2,0,2025-04-05,2025-04-05
3561,537,21,user21@sucursales.local,Creación de sucursal,2,0,2024-05-12,2024-05-12
3562,122,110,user110@sucursales.local,Eliminación de sucursal,3,1,2026-05-17,
3563,492,66,user66@sucursales.local,Verificación de email,2,0,2025-09-14,2025-09-14
3564,207,24,user24@sucursales.local,Notificación operativa,2,0,2025-08-17,2025-08-17
3565,713,89,user89@sucursales.local,Creación de sucursal,2,0,2025-12-10,2025-12-10
3566,731,5,user5@sucursales.local,Notificación operativa,2,0,2024-10-21,2024-10-21
3567,285,88,user88@sucursales.local,Creación de sucursal,2,0,2025-10-09,2025-10-09
3568,590,47,user47@sucursales.local,Eliminación de sucursal,2,0,2025-12-08,2025-12-08
3569,436,17,user17@sucursales.local,Creación de sucursal,2,0,2024-01-26,2024-01-26
3570,531,76,user76@sucursales.local,Eliminación de sucursal,2,0,2025-05-05,2025-05-05
3571,419,119,user119@sucursales.local,Creación de sucursal,2,0,2024-06-14,2024-06-14
3572,732,76,user76@sucursales.local,Notificación operativa,2,0,2024-08-11,2024-08-11
3573,26,136,user136@sucursales.local,Notificación operativa,2,0,2024-07-22,2024-07-22
3574,670,145,user145@sucursales.local,Eliminación de sucursal,2,0,2024-07-16,2024-07-16
3575,214,85,user85@sucursales.local,Verificación de email,2,0,2026-01-13,2026-01-13
3576,232,18,user18@sucursales.local,Notificación operativa,2,0,2024-04-26,2024-04-26
3577,275,51,user51@sucursales.local,Eliminación de sucursal,2,0,2025-09-03,2025-09-03
3578,581,57,user57@sucursales.local,Verificación de email,2,0,2024-07-06,2024-07-06
3579,509,142,user142@sucursales.local,Eliminación de sucursal,2,0,2024-05-06,2024-05-06
3580,485,124,user124@sucursales.local,Eliminación de sucursal,2,0,2025-05-23,2025-05-23
3581,577,128,user128@sucursales.local,Creación de sucursal,2,0,2024-02-24,2024-02-24
3582,280,37,user37@sucursales.local,Notificación operativa,2,0,2025-06-09,2025-06-09
3583,742,109,user109@sucursales.local,Verificación de email,2,0,2024-04-23,2024-04-23
3584,369,56,user56@sucursales.local,Eliminación de sucursal,3,3,2024-10-15,
3585,209,69,user69@sucursales.local,Notificación operativa,1,0,2024-09-24,
3586,412,77,user77@sucursales.local,Verificación de email,3,3,2025-03-18,
3587,314,1,user1@sucursales.local,Notificación operativa,3,2,2024-09-29,
3588,606,77,user77@sucursales.local,Eliminación de sucursal,4,2,2025-06-14,
3589,194,102,user102@sucursales.local,Eliminación de sucursal,2,0,2024-08-09,2024-08-09
3590,567,8,user8@sucursales.local,Creación de sucursal,2,0,2026-06-08,2026-06-08
3591,554,126,user126@sucursales.local,Eliminación de sucursal,2,0,2025-10-25,2025-10-25
3592,557,49,user49@sucursales.local,Creación de sucursal,2,0,2025-10-28,2025-10-28
3593,30,91,user91@sucursales.local,Notificación operativa,1,0,2024-06-17,
3594,459,43,user43@sucursales.local,Eliminación de sucursal,2,0,2025-10-04,2025-10-04
3595,418,13,user13@sucursales.local,Creación de sucursal,2,0,2025-03-15,2025-03-15
3596,596,28,user28@sucursales.local,Eliminación de sucursal,2,0,2026-04-21,2026-04-21
3597,774,111,user111@sucursales.local,Verificación de email,2,0,2026-02-25,2026-02-25
3598,341,139,user139@sucursales.local,Creación de sucursal,2,0,2025-12-07,2025-12-07
3599,78,132,user132@sucursales.local,Verificación de email,2,0,2025-01-04,2025-01-04
3600,500,62,user62@sucursales.local,Verificación de email,2,0,2024-10-30,2024-10-30
3601,525,136,user136@sucursales.local,Verificación de email,2,0,2024-08-29,2024-08-29
3602,66,100,user100@sucursales.local,Eliminación de sucursal,2,0,2025-04-16,2025-04-16
3603,321,91,user91@sucursales.local,Notificación operativa,4,1,2024-06-17,
3604,433,105,user105@sucursales.local,Creación de sucursal,4,1,2026-04-21,
3605,746,24,user24@sucursales.local,Notificación operativa,2,0,2024-08-16,2024-08-16
3606,109,31,user31@sucursales.local,Eliminación de sucursal,2,0,2025-08-10,2025-08-10
3607,29,83,user83@sucursales.local,Creación de sucursal,2,0,2025-08-10,2025-08-10
3608,626,5,user5@sucursales.local,Verificación de email,2,0,2024-06-07,2024-06-07
3609,272,118,user118@sucursales.local,Notificación operativa,2,0,2025-10-18,2025-10-18
3610,387,36,user36@sucursales.local,Eliminación de sucursal,2,0,2024-02-22,2024-02-22
3611,262,118,user118@sucursales.local,Notificación operativa,1,0,2024-08-10,
3612,540,87,user87@sucursales.local,Verificación de email,3,1,2025-02-17,
3613,395,71,user71@sucursales.local,Verificación de email,2,0,2024-09-24,2024-09-24
3614,265,104,user104@sucursales.local,Eliminación de sucursal,2,0,2024-06-08,2024-06-08
3615,255,57,user57@sucursales.local,Creación de sucursal,2,0,2026-05-18,2026-05-18
3616,279,117,user117@sucursales.local,Creación de sucursal,2,0,2024-08-16,2024-08-16
3617,156,61,user61@sucursales.local,Verificación de email,2,0,2025-11-14,2025-11-14
3618,763,12,user12@sucursales.local,Creación de sucursal,2,0,2024-06-29,2024-06-29
3619,645,23,user23@sucursales.local,Verificación de email,2,0,2024-05-08,2024-05-08
3620,92,35,user35@sucursales.local,Verificación de email,1,0,2026-02-09,
3621,680,129,user129@sucursales.local,Creación de sucursal,2,0,2024-05-17,2024-05-17
3622,300,26,user26@sucursales.local,Verificación de email,2,0,2025-05-21,2025-05-21
3623,428,61,user61@sucursales.local,Notificación operativa,2,0,2024-12-22,2024-12-22
3624,267,61,user61@sucursales.local,Notificación operativa,1,0,2025-05-20,
3625,467,95,user95@sucursales.local,Creación de sucursal,2,0,2024-07-18,2024-07-18
3626,246,83,user83@sucursales.local,Verificación de email,2,0,2024-08-29,2024-08-29
3627,170,33,user33@sucursales.local,Eliminación de sucursal,2,0,2024-09-26,2024-09-26
3628,308,118,user118@sucursales.local,Notificación operativa,3,2,2025-07-02,
3629,499,79,user79@sucursales.local,Creación de sucursal,2,0,2024-02-06,2024-02-06
3630,390,28,user28@sucursales.local,Eliminación de sucursal,2,0,2024-04-03,2024-04-03
3631,104,77,user77@sucursales.local,Creación de sucursal,2,0,2025-07-22,2025-07-22
3632,638,77,user77@sucursales.local,Creación de sucursal,3,1,2026-03-16,
3633,620,103,user103@sucursales.local,Verificación de email,4,2,2024-11-14,
3634,396,145,user145@sucursales.local,Verificación de email,2,0,2024-01-08,2024-01-08
3635,322,97,user97@sucursales.local,Notificación operativa,2,0,2025-11-17,2025-11-17
3636,782,18,user18@sucursales.local,Eliminación de sucursal,2,0,2025-01-04,2025-01-04
3637,84,84,user84@sucursales.local,Eliminación de sucursal,1,0,2024-10-25,
3638,301,7,user7@sucursales.local,Creación de sucursal,2,0,2024-07-02,2024-07-02
3639,169,70,user70@sucursales.local,Eliminación de sucursal,2,0,2024-01-27,2024-01-27
3640,112,118,user118@sucursales.local,Eliminación de sucursal,2,0,2024-04-10,2024-04-10
3641,308,57,user57@sucursales.local,Verificación de email,1,0,2024-07-08,
3642,531,36,user36@sucursales.local,Verificación de email,2,0,2024-06-27,2024-06-27
3643,561,93,user93@sucursales.local,Notificación operativa,2,0,2024-03-27,2024-03-27
3644,217,74,user74@sucursales.local,Creación de sucursal,2,0,2026-01-14,2026-01-14
3645,457,39,user39@sucursales.local,Eliminación de sucursal,2,0,2026-01-02,2026-01-02
3646,232,81,user81@sucursales.local,Notificación operativa,2,0,2026-01-04,2026-01-04
3647,754,18,user18@sucursales.local,Notificación operativa,2,0,2025-10-14,2025-10-14
3648,527,93,user93@sucursales.local,Eliminación de sucursal,2,0,2024-09-17,2024-09-17
3649,373,42,user42@sucursales.local,Verificación de email,3,3,2026-06-06,
3650,327,83,user83@sucursales.local,Verificación de email,3,1,2024-11-22,
3651,299,64,user64@sucursales.local,Notificación operativa,2,0,2024-11-18,2024-11-18
3652,561,127,user127@sucursales.local,Eliminación de sucursal,2,0,2024-02-25,2024-02-25
3653,554,132,user132@sucursales.local,Verificación de email,2,0,2024-10-20,2024-10-20
3654,34,110,user110@sucursales.local,Verificación de email,2,0,2026-02-13,2026-02-13
3655,306,77,user77@sucursales.local,Eliminación de sucursal,3,2,2024-05-01,
3656,707,13,user13@sucursales.local,Notificación operativa,2,0,2026-02-03,2026-02-03
3657,509,85,user85@sucursales.local,Notificación operativa,2,0,2024-07-15,2024-07-15
3658,335,92,user92@sucursales.local,Creación de sucursal,1,0,2025-11-30,
3659,439,52,user52@sucursales.local,Verificación de email,2,0,2025-06-25,2025-06-25
3660,356,2,user2@sucursales.local,Verificación de email,2,0,2024-10-22,2024-10-22
3661,186,100,user100@sucursales.local,Verificación de email,2,0,2025-12-24,2025-12-24
3662,261,122,user122@sucursales.local,Notificación operativa,1,0,2025-05-09,
3663,64,142,user142@sucursales.local,Verificación de email,2,0,2026-01-12,2026-01-12
3664,321,14,user14@sucursales.local,Verificación de email,2,0,2025-02-09,2025-02-09
3665,284,79,user79@sucursales.local,Creación de sucursal,2,0,2026-04-23,2026-04-23
3666,269,126,user126@sucursales.local,Creación de sucursal,2,0,2025-04-13,2025-04-13
3667,604,87,user87@sucursales.local,Creación de sucursal,2,0,2024-10-09,2024-10-09
3668,590,63,user63@sucursales.local,Notificación operativa,2,0,2025-10-06,2025-10-06
3669,159,27,user27@sucursales.local,Creación de sucursal,2,0,2024-08-18,2024-08-18
3670,771,147,user147@sucursales.local,Creación de sucursal,2,0,2024-10-02,2024-10-02
3671,798,74,user74@sucursales.local,Notificación operativa,2,0,2025-10-03,2025-10-03
3672,314,149,user149@sucursales.local,Eliminación de sucursal,2,0,2025-02-08,2025-02-08
3673,448,51,user51@sucursales.local,Verificación de email,2,0,2025-09-27,2025-09-27
3674,56,96,user96@sucursales.local,Verificación de email,2,0,2024-05-07,2024-05-07
3675,739,148,user148@sucursales.local,Creación de sucursal,4,2,2025-04-05,
3676,303,50,user50@sucursales.local,Notificación operativa,2,0,2025-01-02,2025-01-02
3677,83,55,user55@sucursales.local,Creación de sucursal,2,0,2026-04-04,2026-04-04
3678,736,12,user12@sucursales.local,Creación de sucursal,2,0,2024-06-08,2024-06-08
3679,42,56,user56@sucursales.local,Notificación operativa,4,2,2025-11-29,
3680,562,7,user7@sucursales.local,Creación de sucursal,3,2,2024-07-14,
3681,573,133,user133@sucursales.local,Creación de sucursal,2,0,2026-01-28,2026-01-28
3682,566,116,user116@sucursales.local,Creación de sucursal,2,0,2025-08-08,2025-08-08
3683,441,131,user131@sucursales.local,Verificación de email,3,1,2025-03-02,
3684,91,111,user111@sucursales.local,Verificación de email,2,0,2026-04-22,2026-04-22
3685,231,137,user137@sucursales.local,Creación de sucursal,2,0,2025-09-03,2025-09-03
3686,301,12,user12@sucursales.local,Creación de sucursal,2,0,2024-07-03,2024-07-03
3687,313,52,user52@sucursales.local,Eliminación de sucursal,2,0,2024-10-02,2024-10-02
3688,530,134,user134@sucursales.local,Verificación de email,4,2,2025-01-20,
3689,289,64,user64@sucursales.local,Verificación de email,2,0,2025-11-03,2025-11-03
3690,183,95,user95@sucursales.local,Creación de sucursal,3,1,2024-08-07,
3691,790,60,user60@sucursales.local,Verificación de email,3,3,2026-04-18,
3692,157,5,user5@sucursales.local,Creación de sucursal,2,0,2024-10-15,2024-10-15
3693,37,42,user42@sucursales.local,Creación de sucursal,2,0,2024-07-05,2024-07-05
3694,389,138,user138@sucursales.local,Notificación operativa,2,0,2026-01-07,2026-01-07
3695,235,130,user130@sucursales.local,Verificación de email,2,0,2026-05-15,2026-05-15
3696,363,13,user13@sucursales.local,Verificación de email,2,0,2025-12-07,2025-12-07
3697,721,120,user120@sucursales.local,Notificación operativa,2,0,2025-10-02,2025-10-02
3698,164,99,user99@sucursales.local,Notificación operativa,2,0,2026-06-10,2026-06-10
3699,422,127,user127@sucursales.local,Notificación operativa,2,0,2024-10-29,2024-10-29
3700,264,23,user23@sucursales.local,Creación de sucursal,1,0,2025-12-24,
3701,55,46,user46@sucursales.local,Notificación operativa,2,0,2024-01-17,2024-01-17
3702,208,83,user83@sucursales.local,Notificación operativa,2,0,2024-10-09,2024-10-09
3703,539,92,user92@sucursales.local,Notificación operativa,4,2,2026-05-15,
3704,504,87,user87@sucursales.local,Eliminación de sucursal,2,0,2024-05-23,2024-05-23
3705,599,18,user18@sucursales.local,Creación de sucursal,2,0,2025-03-29,2025-03-29
3706,180,92,user92@sucursales.local,Notificación operativa,2,0,2026-03-05,2026-03-05
3707,214,128,user128@sucursales.local,Eliminación de sucursal,2,0,2025-01-29,2025-01-29
3708,560,142,user142@sucursales.local,Creación de sucursal,2,0,2024-07-15,2024-07-15
3709,772,8,user8@sucursales.local,Creación de sucursal,1,0,2024-03-02,
3710,23,19,user19@sucursales.local,Eliminación de sucursal,2,0,2024-06-21,2024-06-21
3711,29,100,user100@sucursales.local,Notificación operativa,2,0,2025-04-18,2025-04-18
3712,597,95,user95@sucursales.local,Notificación operativa,2,0,2024-05-16,2024-05-16
3713,114,25,user25@sucursales.local,Eliminación de sucursal,2,0,2025-04-28,2025-04-28
3714,294,45,user45@sucursales.local,Creación de sucursal,2,0,2025-05-30,2025-05-30
3715,498,65,user65@sucursales.local,Eliminación de sucursal,2,0,2026-01-22,2026-01-22
3716,57,74,user74@sucursales.local,Notificación operativa,2,0,2025-12-27,2025-12-27
3717,688,23,user23@sucursales.local,Eliminación de sucursal,2,0,2026-01-11,2026-01-11
3718,72,107,user107@sucursales.local,Verificación de email,2,0,2025-05-06,2025-05-06
3719,516,146,user146@sucursales.local,Creación de sucursal,2,0,2025-08-25,2025-08-25
3720,242,136,user136@sucursales.local,Eliminación de sucursal,2,0,2024-06-05,2024-06-05
3721,89,79,user79@sucursales.local,Verificación de email,2,0,2026-06-19,2026-06-19
3722,605,120,user120@sucursales.local,Eliminación de sucursal,2,0,2026-03-19,2026-03-19
3723,48,134,user134@sucursales.local,Notificación operativa,2,0,2026-02-22,2026-02-22
3724,527,42,user42@sucursales.local,Verificación de email,3,1,2024-08-15,
3725,768,40,user40@sucursales.local,Notificación operativa,2,0,2025-08-29,2025-08-29
3726,643,60,user60@sucursales.local,Verificación de email,2,0,2024-10-26,2024-10-26
3727,400,54,user54@sucursales.local,Verificación de email,3,2,2024-11-09,
3728,583,111,user111@sucursales.local,Verificación de email,2,0,2024-09-24,2024-09-24
3729,86,4,user4@sucursales.local,Creación de sucursal,2,0,2024-05-04,2024-05-04
3730,170,19,user19@sucursales.local,Creación de sucursal,2,0,2025-01-16,2025-01-16
3731,364,139,user139@sucursales.local,Creación de sucursal,2,0,2026-06-23,2026-06-23
3732,746,144,user144@sucursales.local,Notificación operativa,2,0,2024-07-19,2024-07-19
3733,566,45,user45@sucursales.local,Eliminación de sucursal,2,0,2024-02-03,2024-02-03
3734,104,19,user19@sucursales.local,Eliminación de sucursal,3,3,2024-08-30,
3735,170,45,user45@sucursales.local,Verificación de email,2,0,2025-08-22,2025-08-22
3736,294,93,user93@sucursales.local,Notificación operativa,2,0,2024-09-27,2024-09-27
3737,412,140,user140@sucursales.local,Creación de sucursal,2,0,2024-08-02,2024-08-02
3738,89,55,user55@sucursales.local,Eliminación de sucursal,2,0,2026-04-18,2026-04-18
3739,493,49,user49@sucursales.local,Creación de sucursal,2,0,2025-04-26,2025-04-26
3740,285,47,user47@sucursales.local,Eliminación de sucursal,2,0,2024-04-11,2024-04-11
3741,283,88,user88@sucursales.local,Verificación de email,2,0,2025-01-01,2025-01-01
3742,666,32,user32@sucursales.local,Notificación operativa,2,0,2026-02-15,2026-02-15
3743,199,2,user2@sucursales.local,Creación de sucursal,2,0,2024-08-25,2024-08-25
3744,269,130,user130@sucursales.local,Notificación operativa,2,0,2024-12-12,2024-12-12
3745,93,96,user96@sucursales.local,Creación de sucursal,2,0,2025-01-12,2025-01-12
3746,362,86,user86@sucursales.local,Creación de sucursal,3,2,2025-02-04,
3747,397,65,user65@sucursales.local,Eliminación de sucursal,2,0,2024-05-28,2024-05-28
3748,55,30,user30@sucursales.local,Notificación operativa,2,0,2026-02-25,2026-02-25
3749,496,41,user41@sucursales.local,Eliminación de sucursal,2,0,2024-04-05,2024-04-05
3750,708,73,user73@sucursales.local,Verificación de email,2,0,2025-11-22,2025-11-22
3751,724,82,user82@sucursales.local,Creación de sucursal,2,0,2024-04-11,2024-04-11
3752,101,141,user141@sucursales.local,Creación de sucursal,2,0,2024-10-15,2024-10-15
3753,11,8,user8@sucursales.local,Verificación de email,2,0,2024-12-07,2024-12-07
3754,14,70,user70@sucursales.local,Eliminación de sucursal,2,0,2024-08-18,2024-08-18
3755,478,102,user102@sucursales.local,Creación de sucursal,4,3,2026-03-10,
3756,645,119,user119@sucursales.local,Notificación operativa,2,0,2025-09-20,2025-09-20
3757,82,58,user58@sucursales.local,Creación de sucursal,2,0,2026-01-26,2026-01-26
3758,23,134,user134@sucursales.local,Notificación operativa,3,3,2025-07-23,
3759,459,67,user67@sucursales.local,Creación de sucursal,2,0,2026-01-28,2026-01-28
3760,434,83,user83@sucursales.local,Notificación operativa,2,0,2026-05-17,2026-05-17
3761,539,111,user111@sucursales.local,Notificación operativa,2,0,2024-02-20,2024-02-20
3762,548,85,user85@sucursales.local,Creación de sucursal,2,0,2026-04-11,2026-04-11
3763,24,52,user52@sucursales.local,Verificación de email,2,0,2025-03-11,2025-03-11
3764,480,77,user77@sucursales.local,Creación de sucursal,2,0,2025-11-01,2025-11-01
3765,296,22,user22@sucursales.local,Verificación de email,3,1,2026-06-09,
3766,600,143,user143@sucursales.local,Verificación de email,2,0,2025-02-12,2025-02-12
3767,657,24,user24@sucursales.local,Creación de sucursal,2,0,2024-04-18,2024-04-18
3768,502,137,user137@sucursales.local,Notificación operativa,2,0,2025-11-25,2025-11-25
3769,57,144,user144@sucursales.local,Verificación de email,2,0,2024-10-05,2024-10-05
3770,414,106,user106@sucursales.local,Notificación operativa,2,0,2025-12-15,2025-12-15
3771,713,98,user98@sucursales.local,Verificación de email,2,0,2025-04-14,2025-04-14
3772,97,52,user52@sucursales.local,Verificación de email,2,0,2024-01-25,2024-01-25
3773,202,98,user98@sucursales.local,Verificación de email,2,0,2025-12-03,2025-12-03
3774,651,91,user91@sucursales.local,Notificación operativa,4,1,2024-04-07,
3775,561,75,user75@sucursales.local,Verificación de email,2,0,2024-02-16,2024-02-16
3776,750,70,user70@sucursales.local,Creación de sucursal,2,0,2025-10-02,2025-10-02
3777,456,138,user138@sucursales.local,Eliminación de sucursal,2,0,2024-08-14,2024-08-14
3778,303,120,user120@sucursales.local,Notificación operativa,2,0,2024-07-26,2024-07-26
3779,588,102,user102@sucursales.local,Eliminación de sucursal,2,0,2024-02-22,2024-02-22
3780,577,42,user42@sucursales.local,Eliminación de sucursal,2,0,2025-03-08,2025-03-08
3781,729,92,user92@sucursales.local,Eliminación de sucursal,3,2,2026-03-10,
3782,6,145,user145@sucursales.local,Verificación de email,2,0,2025-03-12,2025-03-12
3783,133,113,user113@sucursales.local,Eliminación de sucursal,2,0,2024-07-04,2024-07-04
3784,475,95,user95@sucursales.local,Verificación de email,2,0,2024-02-11,2024-02-11
3785,373,148,user148@sucursales.local,Notificación operativa,2,0,2025-08-18,2025-08-18
3786,332,62,user62@sucursales.local,Notificación operativa,2,0,2024-01-17,2024-01-17
3787,706,16,user16@sucursales.local,Eliminación de sucursal,2,0,2024-09-18,2024-09-18
3788,143,145,user145@sucursales.local,Verificación de email,2,0,2026-01-05,2026-01-05
3789,53,72,user72@sucursales.local,Notificación operativa,3,2,2024-05-05,
3790,139,115,user115@sucursales.local,Creación de sucursal,2,0,2024-06-01,2024-06-01
3791,440,55,user55@sucursales.local,Notificación operativa,3,3,2025-08-21,
3792,30,10,user10@sucursales.local,Verificación de email,2,0,2025-09-22,2025-09-22
3793,171,136,user136@sucursales.local,Eliminación de sucursal,2,0,2025-04-03,2025-04-03
3794,500,1,user1@sucursales.local,Notificación operativa,2,0,2025-08-15,2025-08-15
3795,324,44,user44@sucursales.local,Verificación de email,3,3,2024-02-09,
3796,291,64,user64@sucursales.local,Creación de sucursal,4,1,2024-06-26,
3797,223,37,user37@sucursales.local,Creación de sucursal,2,0,2024-05-09,2024-05-09
3798,484,68,user68@sucursales.local,Creación de sucursal,4,1,2024-08-07,
3799,748,88,user88@sucursales.local,Verificación de email,2,0,2025-08-25,2025-08-25
3800,604,132,user132@sucursales.local,Eliminación de sucursal,1,0,2025-05-23,
3801,527,32,user32@sucursales.local,Creación de sucursal,2,0,2024-04-20,2024-04-20
3802,31,117,user117@sucursales.local,Creación de sucursal,2,0,2026-03-06,2026-03-06
3803,564,56,user56@sucursales.local,Creación de sucursal,2,0,2026-04-22,2026-04-22
3804,315,89,user89@sucursales.local,Creación de sucursal,2,0,2024-12-04,2024-12-04
3805,136,127,user127@sucursales.local,Verificación de email,2,0,2026-06-03,2026-06-03
3806,727,102,user102@sucursales.local,Verificación de email,2,0,2026-06-28,2026-06-28
3807,506,72,user72@sucursales.local,Verificación de email,2,0,2024-04-09,2024-04-09
3808,560,40,user40@sucursales.local,Eliminación de sucursal,2,0,2025-11-02,2025-11-02
3809,409,66,user66@sucursales.local,Eliminación de sucursal,2,0,2024-06-24,2024-06-24
3810,418,72,user72@sucursales.local,Notificación operativa,1,0,2024-12-08,
3811,756,125,user125@sucursales.local,Verificación de email,3,1,2024-04-05,
3812,558,140,user140@sucursales.local,Verificación de email,2,0,2025-01-31,2025-01-31
3813,418,112,user112@sucursales.local,Creación de sucursal,4,1,2024-02-24,
3814,86,18,user18@sucursales.local,Notificación operativa,2,0,2024-10-03,2024-10-03
3815,161,70,user70@sucursales.local,Creación de sucursal,2,0,2024-02-08,2024-02-08
3816,708,105,user105@sucursales.local,Creación de sucursal,2,0,2025-07-21,2025-07-21
3817,104,6,user6@sucursales.local,Notificación operativa,2,0,2025-02-10,2025-02-10
3818,167,105,user105@sucursales.local,Eliminación de sucursal,3,1,2025-10-26,
3819,481,47,user47@sucursales.local,Creación de sucursal,2,0,2025-01-20,2025-01-20
3820,72,80,user80@sucursales.local,Creación de sucursal,2,0,2024-02-18,2024-02-18
3821,134,72,user72@sucursales.local,Verificación de email,3,1,2024-02-05,
3822,765,77,user77@sucursales.local,Creación de sucursal,2,0,2024-07-05,2024-07-05
3823,544,100,user100@sucursales.local,Verificación de email,2,0,2024-12-18,2024-12-18
3824,763,32,user32@sucursales.local,Notificación operativa,2,0,2025-08-09,2025-08-09
3825,778,118,user118@sucursales.local,Eliminación de sucursal,2,0,2026-02-24,2026-02-24
3826,70,135,user135@sucursales.local,Notificación operativa,2,0,2025-05-18,2025-05-18
3827,317,69,user69@sucursales.local,Notificación operativa,3,1,2025-03-20,
3828,289,74,user74@sucursales.local,Verificación de email,2,0,2024-01-18,2024-01-18
3829,79,112,user112@sucursales.local,Notificación operativa,2,0,2024-03-16,2024-03-16
3830,642,19,user19@sucursales.local,Verificación de email,2,0,2024-10-15,2024-10-15
3831,26,119,user119@sucursales.local,Creación de sucursal,2,0,2024-04-03,2024-04-03
3832,680,98,user98@sucursales.local,Verificación de email,4,3,2024-08-24,
3833,11,127,user127@sucursales.local,Creación de sucursal,2,0,2024-05-15,2024-05-15
3834,578,75,user75@sucursales.local,Eliminación de sucursal,2,0,2025-06-14,2025-06-14
3835,226,68,user68@sucursales.local,Eliminación de sucursal,3,2,2024-04-27,
3836,684,77,user77@sucursales.local,Eliminación de sucursal,2,0,2025-05-16,2025-05-16
3837,712,114,user114@sucursales.local,Creación de sucursal,2,0,2026-04-30,2026-04-30
3838,51,8,user8@sucursales.local,Verificación de email,3,3,2026-01-11,
3839,167,68,user68@sucursales.local,Creación de sucursal,2,0,2025-12-23,2025-12-23
3840,721,94,user94@sucursales.local,Notificación operativa,2,0,2024-08-15,2024-08-15
3841,224,124,user124@sucursales.local,Creación de sucursal,3,3,2025-02-22,
3842,143,12,user12@sucursales.local,Notificación operativa,2,0,2024-02-13,2024-02-13
3843,506,92,user92@sucursales.local,Notificación operativa,2,0,2024-09-03,2024-09-03
3844,324,104,user104@sucursales.local,Notificación operativa,2,0,2024-10-06,2024-10-06
3845,676,109,user109@sucursales.local,Notificación operativa,2,0,2025-03-04,2025-03-04
3846,262,148,user148@sucursales.local,Creación de sucursal,3,1,2025-02-10,
3847,106,101,user101@sucursales.local,Verificación de email,2,0,2024-11-05,2024-11-05
3848,309,37,user37@sucursales.local,Eliminación de sucursal,2,0,2024-01-13,2024-01-13
3849,262,91,user91@sucursales.local,Eliminación de sucursal,4,3,2025-03-09,
3850,291,74,user74@sucursales.local,Eliminación de sucursal,3,1,2024-05-19,
3851,14,5,user5@sucursales.local,Verificación de email,2,0,2024-11-09,2024-11-09
3852,636,11,user11@sucursales.local,Creación de sucursal,2,0,2025-06-10,2025-06-10
